gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj,description
DYSF,9957.779810879341,3.9940238015068683,0.43602413951870955,1.5790043263665515e-22,8.715351974721286e-20,dysferlin [Source:HGNC Symbol;Acc:HGNC:3097]
PLAC8,8480.102963491141,3.942888941714822,0.24592352453174854,3.9606594015817626e-60,4.590800312373421e-56,placenta associated 8 [Source:HGNC Symbol;Acc:HGNC:19254]
MX1,13279.823654952883,3.7977947358452537,0.9786184400995749,1.826536825277581e-7,2.496625983701939e-6,MX dynamin like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:7532]
ETV7,297.6498184841274,3.784541421937626,1.1371936675926566,7.208646032654415e-7,8.422185936109918e-6,ETS variant transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:18160]
USP18,960.7745993591153,3.7194505531018374,0.9720862621459379,1.0093352348692973e-7,1.496061983039645e-6,ubiquitin specific peptidase 18 [Source:HGNC Symbol;Acc:HGNC:12616]
PLSCR2,3634.9672965328305,3.671500778089278,0.3873053021027373,1.0471763068691973e-24,1.2137820572920864e-21,phospholipid scramblase 2 [Source:HGNC Symbol;Acc:HGNC:16494]
PTX3,491.716315452214,3.654205380366806,0.43294413730895104,1.0798776053967301e-19,3.052893005891097e-17,pentraxin 3 [Source:HGNC Symbol;Acc:HGNC:9692]
SEMA6B,221.7374841089489,3.6176288353960793,0.8042568627410258,3.9031926888781135e-8,6.463129493826602e-7,semaphorin 6B [Source:HGNC Symbol;Acc:HGNC:10739]
MR1,499.3156827762087,3.6069883619786,0.3946671793061232,7.836093999915897e-23,4.780429765948693e-20,"major histocompatibility complex, class I-related [Source:HGNC Symbol;Acc:HGNC:4975]"
HERC5,8525.858422584084,3.605101011092904,1.085319668460647,8.3519155678398e-7,9.509533727586554e-6,HECT and RLD domain containing E3 ubiquitin protein ligase 5 [Source:HGNC Symbol;Acc:HGNC:24368]
MCEMP1,410.29638296001997,3.587227950592926,0.7003496264945063,8.187818854662028e-9,1.600421725875001e-7,mast cell expressed membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:27291]
CLEC4D,292.16492050849644,3.5569738669700945,0.6935422199412692,3.797937378344359e-9,8.167326929942386e-8,C-type lectin domain family 4 member D [Source:HGNC Symbol;Acc:HGNC:14554]
OAS2,26734.822242756665,3.494416634932457,1.0195438303949782,6.809233416603729e-7,8.061881974653097e-6,2'-5'-oligoadenylate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:8087]
RIGI,12228.718214157228,3.484945866454701,0.7576020980963223,7.955304903220286e-9,1.560235856738178e-7,DExD/H-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:19102]
ADGRE1,4064.260453278261,3.415731547194389,0.3930712971736873,6.692442774330236e-21,2.770432292759349e-18,adhesion G protein-coupled receptor E1 [Source:HGNC Symbol;Acc:HGNC:3336]
IFI44L,4107.530761823032,3.397732802476832,0.9555795368168838,6.507244278368129e-7,7.775821487687112e-6,interferon induced protein 44 like [Source:HGNC Symbol;Acc:HGNC:17817]
IRF7,4171.977992732025,3.391455421404783,0.49085795075462635,3.095983289204063e-15,3.450532913958105e-13,interferon regulatory factor 7 [Source:HGNC Symbol;Acc:HGNC:6122]
TIFA,1032.975405752662,3.3839009859820646,0.42058599512933714,4.472614057905492e-18,9.425830826396829e-16,TRAF interacting protein with forkhead associated domain [Source:HGNC Symbol;Acc:HGNC:19075]
IFI6,8311.418872956938,3.359920306473873,0.801114122735162,6.81236803441126e-8,1.062747750832583e-6,interferon alpha inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]
CORO2A,693.7613579987174,3.3097983980477146,0.4469918264894349,1.524289360382496e-16,2.3557383968258014e-14,coronin 2A [Source:HGNC Symbol;Acc:HGNC:2255]
PFKFB3,8154.231148278426,3.2956026727289136,0.3495817467659987,3.2816814906229895e-23,2.377373134863192e-20,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]"
S100P,768.4029493664293,3.252839398654794,0.36831083309518065,2.9223638297612315e-20,9.678034043074982e-18,S100 calcium binding protein P [Source:HGNC Symbol;Acc:HGNC:10504]
IFIT3,26825.757968743772,3.2403903239730063,1.009025958573357,3.7398076706373917e-6,3.487378174606436e-5,interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411]
MX2,14369.260609812849,3.207819200153375,0.76558810308357494,8.358364548671938e-8,1.2647755023976036e-6,MX dynamin like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:7533]
VNN2,11088.362807357558,3.202155554372501,0.8787985760049773,6.072359130170266e-6,5.276215493088722e-5,vanin 2 [Source:HGNC Symbol;Acc:HGNC:12706]
IFI44,7339.684581522933,3.1669649259372425,0.9535762950930302,2.7910975072539818e-6,2.716340151686054e-5,interferon induced protein 44 [Source:HGNC Symbol;Acc:HGNC:16938]
SLFN13,1071.2817699011098,3.136751864172147,0.6787806274191485,9.559595070110585e-9,1.8135068160008478e-7,schlafen family member 13 [Source:HGNC Symbol;Acc:HGNC:26481]
HMOX1,1319.3052442683406,3.1199804740674377,0.42273702624272413,1.7441669565338423e-15,2.0420847669882592e-13,heme oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:5013]
APOL6,2746.473963645054,3.071107123886276,0.6957255794886912,2.2442221120975136e-8,3.971416565087371e-7,apolipoprotein L6 [Source:HGNC Symbol;Acc:HGNC:14870]
FBXO6,289.47230199383984,3.051609655910872,0.33794589658898283,1.2580575251399198e-21,5.608517220729542e-19,F-box protein 6 [Source:HGNC Symbol;Acc:HGNC:13585]
IFIH1,5084.585922589171,3.016840025923277,0.4670173779646962,1.2846811843337174e-13,9.191814572600072e-12,interferon induced with helicase C domain 1 [Source:HGNC Symbol;Acc:HGNC:18873]
OAS3,27450.163073030795,3.0108382253555495,1.019244621778122,1.906179400561463e-5,1.456461795115881e-4,2'-5'-oligoadenylate synthetase 3 [Source:HGNC Symbol;Acc:HGNC:8088]
DHX58,3429.9912912914683,2.9902256918159424,0.4867908428388004,1.7257966587417904e-12,8.970273126222463e-11,DExH-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:29517]
SLFN12,466.0849023587078,2.957221617138675,0.3398247856658008,7.933869655848745e-21,3.0653827726980938e-18,schlafen family member 12 [Source:HGNC Symbol;Acc:HGNC:25500]
GAS6,65.25460145927465,2.9501249321192984,0.43216840433647274,1.1276585416214995e-13,8.325280354098599e-12,growth arrest specific 6 [Source:HGNC Symbol;Acc:HGNC:4168]
OSM,352.07441718647533,2.937348842933358,0.3156115690981079,1.102940536591456e-22,6.392091879815783e-20,oncostatin M [Source:HGNC Symbol;Acc:HGNC:8506]
CMKLR1,155.1984846458579,2.9133390674412065,0.3114640527700379,2.0152033455863082e-22,1.0617373626677682e-19,chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121]
TRPM2,2084.0557906583367,2.8740338304934934,0.40423895235856494,3.120657330475068e-14,2.7402681149648873e-12,transient receptor potential cation channel subfamily M member 2 [Source:HGNC Symbol;Acc:HGNC:12339]
CD274,1312.5153467709174,2.8720384820487666,0.3594687287974958,3.015891321821774e-18,6.473554872451145e-16,CD274 molecule [Source:HGNC Symbol;Acc:HGNC:17635]
S100A8,36535.82887655966,2.861629801078847,0.698511023537535,8.43707612386918e-7,9.597070593892804e-6,S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]
EPSTI1,3845.3145756065755,2.8042222231161267,0.7025278768935567,4.1627558327260764e-7,5.210637457573213e-6,epithelial stromal interaction 1 [Source:HGNC Symbol;Acc:HGNC:16465]
DDX60,5415.939820817258,2.796853735139988,0.7570456991893859,1.2458802504395111e-6,1.335892505351006e-5,DExD/H-box helicase 60 [Source:HGNC Symbol;Acc:HGNC:25942]
HERC6,3731.790927943271,2.7918435535485204,0.7564829702885129,1.182663328712401e-6,1.27994870617231e-5,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6 [Source:HGNC Symbol;Acc:HGNC:26072]
TMBIM6,54.61584389199458,2.7889988757771698,0.3239714414435973,4.3227044531679757e-19,1.0892275503623915e-16,transmembrane BAX inhibitor motif containing 6 [Source:HGNC Symbol;Acc:HGNC:11723]
OASL,5269.449847063484,2.780677906684601,0.7262206233980003,6.958118078128363e-7,8.21298845657697e-6,2'-5'-oligoadenylate synthetase like [Source:HGNC Symbol;Acc:HGNC:8090]
SIGLEC1,1519.3175546084433,2.771275931390317,0.9562173477880634,1.2070876212522351e-5,9.725192334080982e-5,sialic acid binding Ig like lectin 1 [Source:HGNC Symbol;Acc:HGNC:11127]
S100A9,68962.65525724187,2.766938624394688,0.6604258751665653,6.515992764426943e-7,7.777651755065094e-6,S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:HGNC:10499]
BATF2,303.40907057448766,2.7557516509744344,0.9656836200311054,1.1904299962195077e-5,9.61552201127548e-5,basic leucine zipper ATF-like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:25163]
CCR1,2666.636595873281,2.751503678484805,0.3106887126595598,1.013494545457447e-20,3.789488798837828e-18,C-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1602]
ALPL,10932.523708413002,2.7413415423420266,0.4219982286119226,6.279482756754391e-13,3.603241813541591e-11,"alkaline phosphatase, biomineralization associated [Source:HGNC Symbol;Acc:HGNC:438]"
HK3,4094.4765090688766,2.718069149984444,0.3508903954393134,3.435412546311074e-16,4.916032941270575e-14,hexokinase 3 [Source:HGNC Symbol;Acc:HGNC:4925]
RTP4,476.56443637861065,2.7153682296721318,0.47486310980757823,3.692001768425362e-11,1.3628660031152348e-9,receptor transporter protein 4 [Source:HGNC Symbol;Acc:HGNC:23992]
CD163,4150.336243618151,2.7133554136584306,0.25460377261387784,2.4517521117438146e-28,3.5522823409028195e-25,CD163 molecule [Source:HGNC Symbol;Acc:HGNC:1631]
CSRNP1,1934.2032657624877,2.7045960029131395,0.24547412411415695,1.8316754420025162e-30,3.538491674708528e-27,cysteine and serine rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]
CSTA,396.4148084723162,2.7012559460251864,0.30709058304517944,6.641420804672488e-20,2.0258081196568108e-17,cystatin A [Source:HGNC Symbol;Acc:HGNC:2481]
TNFSF13B,3536.7041841218493,2.684328327727097,0.350707198090385,7.022606202564839e-17,1.1947888250635718e-14,TNF superfamily member 13b [Source:HGNC Symbol;Acc:HGNC:11929]
IFIT5,25998.30050634177,2.681952785695754,0.6862348088406747,3.986958860327355e-7,5.012238627988544e-6,interferon induced protein with tetratricopeptide repeats 5 [Source:HGNC Symbol;Acc:HGNC:13328]
TBC1D8,1522.4977595707103,2.6759968067078117,0.3355750128026862,4.6222869732640596e-17,8.504274334460908e-15,TBC1 domain family member 8 [Source:HGNC Symbol;Acc:HGNC:17791]
KCTD14,102.0550857094051,2.65529746043128,0.41622752785264167,3.080295313343012e-12,1.4753596271470602e-10,potassium channel tetramerization domain containing 14 [Source:HGNC Symbol;Acc:HGNC:23295]
LYPD8,86.66719400989702,2.6424051143766296,0.4612513699569099,1.8598611866534905e-10,5.6433641399216255e-9,LY6/PLAUR domain containing 8 [Source:HGNC Symbol;Acc:HGNC:44208]
TREM2,112.03010371659137,2.6336988375531827,0.37341377295514294,2.4104438842964125e-14,2.217417068482517e-12,triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]
EIF2AK2,3871.9360065977526,2.627516079349642,0.4884229957554189,2.5347837767652504e-10,7.400674749744589e-9,eukaryotic translation initiation factor 2 alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:9437]
SLC25A33,272.6147839491901,2.6121515818299015,0.2700356868259467,1.9364451436806052e-23,1.4963557106934597e-20,solute carrier family 25 member 33 [Source:HGNC Symbol;Acc:HGNC:29681]
IFI35,1066.0561853051356,2.5960751066737604,0.37688365187455247,1.966995375876018e-14,1.8536132846974734e-12,interferon induced protein 35 [Source:HGNC Symbol;Acc:HGNC:5399]
TYMP,4887.365149837081,2.5957976529164126,0.2861195577247152,9.13452519169321e-22,4.2351312598766396e-19,thymidine phosphorylase [Source:HGNC Symbol;Acc:HGNC:3148]
SERPINB1,10219.287061914909,2.5917359534137168,0.34079650955609003,4.685879738152713e-16,6.576445741613881e-14,serpin family B member 1 [Source:HGNC Symbol;Acc:HGNC:3311]
TSPO,1222.6719710885907,2.5709003226563443,0.37834213587747745,3.2521887364459354e-13,2.026673099147572e-11,translocator protein [Source:HGNC Symbol;Acc:HGNC:1158]
ATP9A,1090.5830638937591,2.5599260451327415,1.0808907927243272,2.5480733062916637e-4,0.0013214638788915736,ATPase phospholipid transporting 9A (putative) [Source:HGNC Symbol;Acc:HGNC:13540]
TRIM14,911.8748810726017,2.5570492732214785,0.40828057783243854,2.0418807767312085e-12,1.0335126673839056e-10,tripartite motif containing 14 [Source:HGNC Symbol;Acc:HGNC:16283]
GCA,6166.693205589331,2.554046240830377,0.7164510278620928,8.45662863453183e-6,7.082426481420408e-5,grancalcin [Source:HGNC Symbol;Acc:HGNC:15990]
SOD2,29398.76619285497,2.532848494513632,0.32397821101063284,6.687277214610881e-17,1.1575410236496924e-14,superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]
PFKFB2,532.3644574166269,2.5066728128496165,0.40272545733780496,1.4569571415876122e-11,5.967346370368202e-10,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:8873]"
HEBP1,171.98231792313547,2.50636278364614,0.29728121263181057,6.558525315443135e-19,1.6174439772617314e-16,heme binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17176]
FAM241A,706.6771289136021,2.490360266198513,0.35598246919279697,8.406188776195952e-14,6.4102719805846895e-12,family with sequence similarity 241 member A [Source:HGNC Symbol;Acc:HGNC:26813]
XAF1,665.9122181379868,2.484957527518384,0.4504073574435158,2.136490005746945e-10,6.333518070744972e-9,XIAP associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30932]
CD163L1,155.23662201468954,2.4714477545989557,0.3365456254751476,5.6112162107517935e-15,5.966936431084774e-13,CD163 molecule like 1 [Source:HGNC Symbol;Acc:HGNC:30375]
ADGRG3,806.6179002191184,2.4698007088432843,0.39942550083425765,1.9121958753588713e-11,7.564594672793405e-10,adhesion G protein-coupled receptor G3 [Source:HGNC Symbol;Acc:HGNC:13728]
IL1RAP,9635.208316984743,2.459415034015998,0.39189495747809155,2.9451955923828487e-12,1.4343597525760336e-10,interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5995]
SLC18B1,499.66974724784933,2.449903347785177,0.31547980425669747,9.081493718759593e-17,1.4570834119995995e-14,solute carrier family 18 member B1 [Source:HGNC Symbol;Acc:HGNC:21573]
RHBDF2,1884.1662593389497,2.4479031906633693,0.2838420000158901,6.177466337539608e-20,1.9352165491465297e-17,rhomboid 5 homolog 2 [Source:HGNC Symbol;Acc:HGNC:20788]
IL1B,2753.262601690193,2.4425315757115365,0.34671005303634167,1.3412253679287735e-14,1.3063985915682701e-12,interleukin 1 beta [Source:NCBI gene (formerly Entrezgene);Acc:102119749]
SPATC1,88.25955791099675,2.442251340719387,0.48188442557604705,1.267737512702972e-8,2.3213815971153476e-7,spermatogenesis and centriole associated 1 [Source:HGNC Symbol;Acc:HGNC:30510]
APOL2,3929.1767389695065,2.4361804722143896,0.4431757077513035,1.6765053513558017e-10,5.140839557556904e-9,apolipoprotein L2 [Source:HGNC Symbol;Acc:HGNC:619]
ANXA3,3212.325727282984,2.4354428107363066,0.34695561394514673,3.9885130117624955e-14,3.3500619071984846e-12,annexin A3 [Source:HGNC Symbol;Acc:HGNC:541]
FLOT1,1961.8339024492113,2.4350668967654197,0.3493023193600784,1.1743736379947203e-13,8.56110996100428e-12,flotillin 1 [Source:HGNC Symbol;Acc:HGNC:3757]
ADGRA2,132.57970708778555,2.433675208858075,0.7403884918031134,2.121599745066254e-5,1.5968482237053866e-4,adhesion G protein-coupled receptor A2 [Source:HGNC Symbol;Acc:HGNC:17849]
LGALS3BP,3028.6386755306035,2.4324103139512685,0.40940895574981273,1.1664954126602066e-11,4.916672119325256e-10,galectin 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6564]
SMPDL3A,360.2124980397096,2.4266222012929988,0.3079344472041944,6.690988576009782e-17,1.1575410236496924e-14,sphingomyelin phosphodiesterase acid like 3A [Source:HGNC Symbol;Acc:HGNC:17389]
ACO1,914.1545127874386,2.4264375206461697,0.46332437149042827,6.304627838040638e-10,1.7235127658190812e-8,aconitase 1 [Source:HGNC Symbol;Acc:HGNC:117]
PARP14,23290.612392519157,2.406656315972266,0.4961986076092282,5.599046072669093e-9,1.1405719337136635e-7,poly(ADP-ribose) polymerase family member 14 [Source:HGNC Symbol;Acc:HGNC:29232]
TRIM25,8653.227311642515,2.403821534977489,0.37343666228550065,6.860464765595313e-13,3.911528872330908e-11,tripartite motif containing 25 [Source:HGNC Symbol;Acc:HGNC:12932]
GBP3,28800.881227230308,2.402529902708123,0.8233638567525305,2.4336962414268954e-5,1.8001897341658675e-4,guanylate binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4184]
FCN1,3167.841827936577,2.390576601652457,0.2737988340942962,7.69456403495518e-20,2.286863890491423e-17,ficolin 1 [Source:HGNC Symbol;Acc:HGNC:3623]
UPP1,1410.1220880185945,2.3832502182791426,0.3830968790151224,1.1411057156564748e-11,4.827210346778904e-10,uridine phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12576]
PTGS2,3308.984827212453,2.3811053814571648,0.38612181688392605,5.980426378244405e-12,2.705324251581579e-10,prostaglandin-endoperoxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:9605]
GBP7,4964.962947367684,2.3582325613261617,0.4416623744465787,4.966785886491289e-10,1.3939470995234994e-8,guanylate binding protein 7 [Source:HGNC Symbol;Acc:HGNC:29606]
FPR2,1177.5269937740773,2.3409098113612434,0.38025972348780973,2.1212678857452507e-11,8.223282964439198e-10,formyl peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:3827]
SLC25A37,3725.0157741348294,2.3326578235767683,0.24780103734615425,5.484558534705412e-23,3.739501057398261e-20,solute carrier family 25 member 37 [Source:HGNC Symbol;Acc:HGNC:29786]
SLFN5,13462.098959395988,2.330065307895932,0.4167912371440012,1.8853636747982737e-10,5.705809492059215e-9,schlafen family member 5 [Source:HGNC Symbol;Acc:HGNC:28286]
ITPRIPL2,29.07231091024698,2.313326246310641,0.3360200860944238,3.821094911968075e-13,2.2948347732964745e-11,ITPRIP like 2 [Source:HGNC Symbol;Acc:HGNC:27257]
DTX3L,3608.778470594831,2.3096036511212437,0.41745208692939595,2.4086201666090936e-10,7.067928190168608e-9,deltex E3 ubiquitin ligase 3L [Source:HGNC Symbol;Acc:HGNC:30323]
IL18R1,541.0190837944225,2.305823266617812,0.39557765992550925,2.2713023846573726e-10,6.681894908772489e-9,interleukin 18 receptor 1 [Source:HGNC Symbol;Acc:HGNC:5988]
TRAFD1,3689.723264104818,2.2999189456206257,0.28019892748647723,2.3799150312585355e-18,5.204829269305224e-16,TRAF-type zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24808]
TBC1D24,573.3332458467498,2.291648108610419,0.31553849783195437,1.6985415065698076e-14,1.6270904630289785e-12,TBC1 domain family member 24 [Source:HGNC Symbol;Acc:HGNC:29203]
CNP,2269.31161232737,2.2907536775974098,0.3166551097428744,3.805458724889103e-15,4.084173340758296e-13,"2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]"
STAT2,14000.9206026206,2.2900031824858096,0.40168307727594316,1.318488599805281e-10,4.141626384916805e-9,signal transducer and activator of transcription 2 [Source:HGNC Symbol;Acc:HGNC:11363]
MS4A6A,741.598450447861,2.2889339539246185,0.24755074663100868,8.528432793523812e-22,4.118877687905604e-19,membrane spanning 4-domains A6A [Source:HGNC Symbol;Acc:HGNC:13375]
TRIM55,113.76344023660901,2.287648119548968,0.33528216251898607,6.884236821288113e-13,3.911528872330908e-11,tripartite motif containing 55 [Source:HGNC Symbol;Acc:HGNC:14215]
OSR2,28.278763867985315,2.282112745383555,0.48729085607067574,1.400508252014725e-7,1.9724533595507506e-6,odd-skipped related transciption factor 2 [Source:HGNC Symbol;Acc:HGNC:15830]
DDX60L,15665.977746747443,2.2801129603639185,0.45877903289815797,4.313705143642292e-9,9.157537787538061e-8,DExD/H-box 60 like [Source:HGNC Symbol;Acc:HGNC:26429]
CASP1,3172.462199706809,2.2775623787557344,0.259421562352686,1.9256482913079264e-20,6.5647615719265226e-18,caspase 1 [Source:HGNC Symbol;Acc:HGNC:1499]
UNC93B1,1736.315945013581,2.277266552616578,0.2572781513262867,1.668514887030583e-20,5.860532138051966e-18,"unc-93 homolog B1, TLR signaling regulator [Source:HGNC Symbol;Acc:HGNC:13481]"
OGFR,566.3985143159973,2.2742831841991205,0.3503494273713688,8.99278384071735e-13,4.9400643363864836e-11,opioid growth factor receptor [Source:HGNC Symbol;Acc:HGNC:15768]
NRG1,217.67256366994144,2.274202615793506,0.3182691087462457,2.3668220304701315e-14,2.1947067324143435e-12,neuregulin 1 [Source:HGNC Symbol;Acc:HGNC:7997]
TLR5,1256.1469243352954,2.2720493050866297,0.3296244682904273,7.011641326566716e-14,5.491346933529379e-12,toll like receptor 5 [Source:HGNC Symbol;Acc:HGNC:11851]
GBP6,1213.9755855382282,2.2696741236408333,0.44997756536981975,3.0137717844902247e-9,6.641184173769238e-8,guanylate binding protein family member 6 [Source:HGNC Symbol;Acc:HGNC:25395]
IL4R,2535.0366141396494,2.2630437846085054,0.25103568529222803,7.296905954508211e-21,2.9164978247829197e-18,interleukin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6015]
TFDP1,886.6668485809357,2.2628098007112714,0.4157766060818469,1.6813780143802126e-9,4.102916329406536e-8,transcription factor Dp-1 [Source:HGNC Symbol;Acc:HGNC:11749]
LDLRAD3,503.7821527509024,2.26121122109404,0.33315611776695886,4.204997152724817e-13,2.5123774225378015e-11,low density lipoprotein receptor class A domain containing 3 [Source:HGNC Symbol;Acc:HGNC:27046]
UGCG,619.1594233169556,2.2572094312766735,0.42733216798613527,4.347697038149189e-9,9.212825661643007e-8,UDP-glucose ceramide glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:12524]
PLD1,377.22857228838996,2.254171418027627,0.4056441594154053,4.334741143895885e-10,1.2314702107572844e-8,phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:9067]
KCNJ2,1448.8683206348057,2.254092230495373,0.29478028218435837,2.3641526475384904e-16,3.42536166720233e-14,potassium inwardly rectifying channel subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:6263]
ARMCX1,286.865604289152,2.2409062626054457,0.39877328146429075,1.6287401106460846e-10,5.020937931515629e-9,armadillo repeat containing X-linked 1 [Source:HGNC Symbol;Acc:HGNC:18073]
PPP1R3B,571.5166296889812,2.237378030405878,0.36045786509919236,1.4794526416389347e-11,6.038146327196089e-10,protein phosphatase 1 regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:14942]
RRP12,1265.8655920123185,2.2369656186426146,0.2772762019991934,2.309868596988774e-17,4.3891290012617836e-15,ribosomal RNA processing 12 homolog [Source:HGNC Symbol;Acc:HGNC:29100]
LGALS8,1332.1169367044895,2.2358649130469654,0.34872413871897573,1.4734447605493132e-12,7.727917746392348e-11,galectin 8 [Source:HGNC Symbol;Acc:HGNC:6569]
FNDC3B,9079.908567383103,2.2337908066173964,0.31849416556839716,3.9519919122922585e-14,3.343615931049603e-12,fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670]
PSTPIP2,1691.3874649373836,2.22945439342841,0.2610858838662196,7.403378576993855e-19,1.751276756855832e-16,proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581]
UNC5A,31.414028200004122,2.227788482815496,0.3545422663023965,1.5826617954122002e-11,6.391858143074151e-10,unc-5 netrin receptor A [Source:HGNC Symbol;Acc:HGNC:12567]
LDLR,521.5306428099649,2.2212033398179116,0.33817398985664454,1.858152190670236e-12,9.488036141876081e-11,low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:6547]
PML,2411.054604293338,2.2185223999914445,0.4253516649741742,1.432027096031753e-9,3.592776205650227e-8,PML nuclear body scaffold [Source:HGNC Symbol;Acc:HGNC:9113]
GPR84,559.5807738854045,2.209191958595985,0.9694679566109423,1.7858209916318772e-4,9.768552973801884e-4,G protein-coupled receptor 84 [Source:HGNC Symbol;Acc:HGNC:4535]
CISH,642.4212310673139,2.206268253989697,0.38758831234313657,1.7931433062741818e-10,5.455203166148042e-9,cytokine inducible SH2 containing protein [Source:HGNC Symbol;Acc:HGNC:1984]
CDHR5,68.82532360346407,2.2040497680677316,0.4345245625594141,1.0787923637532469e-8,2.007107911438826e-7,cadherin related family member 5 [Source:HGNC Symbol;Acc:HGNC:7521]
SPATA2L,175.01123816246323,2.200313365627488,0.32864106684238975,7.52066084798273e-13,4.211206757921151e-11,spermatogenesis associated 2 like [Source:HGNC Symbol;Acc:HGNC:28393]
CCR2,1104.4583797809494,2.197655537716574,0.26676730044915103,5.239481091807714e-18,1.0654530760551443e-15,C-C motif chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1603]
FFAR2,2256.8139463018565,2.1813393656530735,0.26537425971943024,5.008172572936611e-18,1.0366022909447904e-15,free fatty acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:4501]
C2,53.839581142154124,2.175572726661095,0.47754989215844357,1.5059012601718943e-7,2.103000181524389e-6,complement C2 [Source:HGNC Symbol;Acc:HGNC:1248]
