gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj,description
IRF7,4171.977992732025,3.7951436681270803,0.4671399438617929,2.3873297918888208e-18,3.843269391358795e-16,interferon regulatory factor 7 [Source:HGNC Symbol;Acc:HGNC:6122]
PLSCR2,3634.9672965328305,3.779513862607976,0.3792289494592007,5.622972838939494e-26,3.4303093776919835e-23,phospholipid scramblase 2 [Source:HGNC Symbol;Acc:HGNC:16494]
OAS3,27450.163073030795,3.729328334700263,0.9071911860833363,7.160422201130395e-7,7.614353553513982e-6,2'-5'-oligoadenylate synthetase 3 [Source:HGNC Symbol;Acc:HGNC:8088]
APOL6,2746.473963645054,3.674779783916409,0.6477808255271912,8.413601283842547e-11,2.3054858742557674e-9,apolipoprotein L6 [Source:HGNC Symbol;Acc:HGNC:14870]
IFI6,8311.418872956938,3.6683356697584744,0.7550589565357173,8.054774346697908e-9,1.3913992466851782e-7,interferon alpha inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]
EPSTI1,3845.3145756065755,3.5757566577498783,0.6590392570224788,5.871219855314631e-10,1.3239943451936166e-8,epithelial stromal interaction 1 [Source:HGNC Symbol;Acc:HGNC:16465]
CORO2A,693.7613579987174,3.5751303180642546,0.4326609584559967,7.87682720049736e-19,1.4046200627840752e-16,coronin 2A [Source:HGNC Symbol;Acc:HGNC:2255]
SLFN13,1071.2817699011098,3.568567234288362,0.6285323891408969,1.8623467473767896e-10,4.7132011242018275e-9,schlafen family member 13 [Source:HGNC Symbol;Acc:HGNC:26481]
BATF2,303.40907057448766,3.563151786921189,0.8810142374293061,1.3914847860653465e-7,1.7743344505262302e-6,basic leucine zipper ATF-like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:25163]
SIGLEC1,1519.3175546084433,3.5626958463117524,0.8599052627608694,1.6327191265059458e-7,2.0525864853937547e-6,sialic acid binding Ig like lectin 1 [Source:HGNC Symbol;Acc:HGNC:11127]
DDX60,5415.939820817258,3.5443814299886283,0.6977646443670169,4.762089862500113e-9,8.665209355767473e-8,DExD/H-box helicase 60 [Source:HGNC Symbol;Acc:HGNC:25942]
MCEMP1,410.29638296001997,3.5198189918801916,0.7292276384346035,1.2604587126600507e-8,2.0404995724081912e-7,mast cell expressed membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:27291]
IFI44,7339.684581522933,3.4820289129902866,0.8984293163386782,5.873888755192141e-7,6.423041939757746e-6,interferon induced protein 44 [Source:HGNC Symbol;Acc:HGNC:16938]
DHX58,3429.9912912914683,3.42880295158107,0.46277614231672826,1.413522980696003e-15,1.161996090017544e-13,DExH-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:29517]
HMOX1,1319.3052442683406,3.4204082609601802,0.42511457987311757,3.886077399191177e-18,5.849808199224017e-16,heme oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:5013]
FBXO6,289.47230199383984,3.404234267640082,0.3313661960511618,3.2090611540051847e-26,2.1880134021220056e-23,F-box protein 6 [Source:HGNC Symbol;Acc:HGNC:13585]
KCTD14,102.0550857094051,3.390968710875984,0.40894580951563114,1.845905685311669e-18,3.0565561140639367e-16,potassium channel tetramerization domain containing 14 [Source:HGNC Symbol;Acc:HGNC:23295]
CMKLR1,155.1984846458579,3.380122756694494,0.31237083236471,3.0198454016707675e-29,3.5003028050765864e-26,chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121]
GBP3,28800.881227230308,3.350580131503778,0.7462853688502595,6.013504229005584e-8,8.357617208441693e-7,guanylate binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4184]
PTX3,491.716315452214,3.3483687319561866,0.42903552710605963,6.74133942908158e-17,7.660673070831823e-15,pentraxin 3 [Source:HGNC Symbol;Acc:HGNC:9692]
ADGRE1,4064.260453278261,3.3437165736903505,0.3871000062825216,4.30621093944377e-20,9.786919803743675e-18,adhesion G protein-coupled receptor E1 [Source:HGNC Symbol;Acc:HGNC:3336]
CD274,1312.5153467709174,3.3283096950047373,0.34956483910037917,1.5415600995049882e-23,5.956074371120773e-21,CD274 molecule [Source:HGNC Symbol;Acc:HGNC:17635]
CLEC4D,292.16492050849644,3.3217135381655796,0.7033998842518705,2.961206572477052e-8,4.4726406966257224e-7,C-type lectin domain family 4 member D [Source:HGNC Symbol;Acc:HGNC:14554]
SLFN12,466.0849023587078,3.3096563732135387,0.32913842132945814,2.3632349361271517e-25,1.3696128072324907e-22,schlafen family member 12 [Source:HGNC Symbol;Acc:HGNC:25500]
IFIH1,5084.585922589171,3.3012559938038732,0.4437055509440868,1.0056952550923216e-15,8.447111378097899e-14,interferon induced with helicase C domain 1 [Source:HGNC Symbol;Acc:HGNC:18873]
HERC6,3731.790927943271,3.286552932855869,0.7030454719434246,3.6088104511698505e-8,5.328626998663661e-7,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6 [Source:HGNC Symbol;Acc:HGNC:26072]
OASL,5269.449847063484,3.1779327486806355,0.6794059932382062,3.840049537385104e-8,5.634179011117816e-7,2'-5'-oligoadenylate synthetase like [Source:HGNC Symbol;Acc:HGNC:8090]
GBP7,4964.962947367684,3.1502314688575908,0.42533555600104694,2.84176969760036e-16,2.8893818039373484e-14,guanylate binding protein 7 [Source:HGNC Symbol;Acc:HGNC:29606]
CD163,4150.336243618151,3.143846885296906,0.2510822967114684,3.813230475275069e-37,1.4733051479637775e-33,CD163 molecule [Source:HGNC Symbol;Acc:HGNC:1631]
PFKFB3,8154.231148278426,3.137960595831002,0.35221333966249263,2.8241650570776408e-21,8.183724294146733e-19,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]"
OSR2,28.278763867985315,3.1166121728645404,0.48091306629042424,2.8220800727573874e-12,1.0976755074943248e-10,odd-skipped related transciption factor 2 [Source:HGNC Symbol;Acc:HGNC:15830]
EIF2AK2,3871.9360065977526,3.069309436695367,0.4624872387617139,4.4112645959243156e-13,2.1304569971399476e-11,eukaryotic translation initiation factor 2 alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:9437]
GBP6,1213.9755855382282,3.0668457275733094,0.4318735067306453,7.851514882974882e-15,5.864362436378948e-13,guanylate binding protein family member 6 [Source:HGNC Symbol;Acc:HGNC:25395]
VNN2,11088.362807357558,3.057690976347043,0.9172893646381411,1.1183667923619483e-5,8.994140523585668e-5,vanin 2 [Source:HGNC Symbol;Acc:HGNC:12706]
SPATC1,88.25955791099675,3.0189677704323374,0.4775191721672574,6.081594727700628e-12,2.2028676402743116e-10,spermatogenesis and centriole associated 1 [Source:HGNC Symbol;Acc:HGNC:30510]
LGALS3BP,3028.6386755306035,3.0132908480535634,0.3918126361888162,1.5424847290175364e-16,1.6402697700956208e-14,galectin 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6564]
TMBIM6,54.61584389199458,2.9723345544335067,0.32570228270609786,4.940549923241114e-21,1.3967296136655549e-18,transmembrane BAX inhibitor motif containing 6 [Source:HGNC Symbol;Acc:HGNC:11723]
IFIT5,25998.30050634177,2.95842191475025,0.6464726837360762,4.8130641968823014e-8,6.8451812400077e-7,interferon induced protein with tetratricopeptide repeats 5 [Source:HGNC Symbol;Acc:HGNC:13328]
PARP14,23290.612392519157,2.953535329659348,0.46939008672672067,3.2338122758584778e-12,1.2370666036130568e-10,poly(ADP-ribose) polymerase family member 14 [Source:HGNC Symbol;Acc:HGNC:29232]
XAF1,665.9122181379868,2.9303340053244384,0.439589712338145,1.8290716982820487e-13,9.874020035248707e-12,XIAP associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30932]
APOL2,3929.1767389695065,2.9230499363769336,0.4227390535545813,7.885507639504209e-14,4.639640560887984e-12,apolipoprotein L2 [Source:HGNC Symbol;Acc:HGNC:619]
TNFSF13B,3536.7041841218493,2.9135072350314206,0.3397523622041199,1.9157693032578825e-19,3.8957336831687926e-17,TNF superfamily member 13b [Source:HGNC Symbol;Acc:HGNC:11929]
SMPDL3A,360.2124980397096,2.912846074644721,0.3031081857508771,2.880860570624567e-23,1.0435017148159173e-20,sphingomyelin phosphodiesterase acid like 3A [Source:HGNC Symbol;Acc:HGNC:17389]
OSM,352.07441718647533,2.90567053956845,0.31145090792370217,3.6165406674176693e-22,1.1329546723253568e-19,oncostatin M [Source:HGNC Symbol;Acc:HGNC:8506]
IFI35,1066.0561853051356,2.8983369587148813,0.3631630124021959,3.874815006763877e-17,4.582957218714296e-15,interferon induced protein 35 [Source:HGNC Symbol;Acc:HGNC:5399]
S100P,768.4029493664293,2.8742530072411636,0.37634844994891953,2.634774439102582e-16,2.7026257100564627e-14,S100 calcium binding protein P [Source:HGNC Symbol;Acc:HGNC:10504]
ARMCX1,286.865604289152,2.8545218267045827,0.38076175586527317,1.6540983990326462e-15,1.3501869396610848e-13,armadillo repeat containing X-linked 1 [Source:HGNC Symbol;Acc:HGNC:18073]
CSTA,396.4148084723162,2.834927854436756,0.3093221095740802,1.2635902705191346e-21,3.8542828488387606e-19,cystatin A [Source:HGNC Symbol;Acc:HGNC:2481]
ALPL,10932.523708413002,2.8108874798775387,0.41954820505446794,1.8689075325175733e-13,1.0028938522875552e-11,"alkaline phosphatase, biomineralization associated [Source:HGNC Symbol;Acc:HGNC:438]"
TRPM2,2084.0557906583367,2.806669996860824,0.4129010066225563,1.0487778292329853e-13,5.988366413122923e-12,transient receptor potential cation channel subfamily M member 2 [Source:HGNC Symbol;Acc:HGNC:12339]
DDX60L,15665.977746747443,2.7881645066650047,0.437799248450633,2.382842967065991e-12,9.523976838366173e-11,DExD/H-box 60 like [Source:HGNC Symbol;Acc:HGNC:26429]
SLFN5,13462.098959395988,2.786492872703567,0.39336183408344133,7.704162956633572e-14,4.5580029650370755e-12,schlafen family member 5 [Source:HGNC Symbol;Acc:HGNC:28286]
GAS6,65.25460145927465,2.7854668275874164,0.428003049410864,3.3744416663156336e-12,1.2866168866534378e-10,growth arrest specific 6 [Source:HGNC Symbol;Acc:HGNC:4168]
TRIM14,911.8748810726017,2.7806295079166796,0.3914863505092203,3.6336023573974484e-14,2.3398380513663238e-12,tripartite motif containing 14 [Source:HGNC Symbol;Acc:HGNC:16283]
STAT2,14000.9206026206,2.7796050482823063,0.387642891315445,1.826921387401742e-14,1.283384594022642e-12,signal transducer and activator of transcription 2 [Source:HGNC Symbol;Acc:HGNC:11363]
TBC1D8,1522.4977595707103,2.778180319188798,0.3379311159804747,3.2864072540591674e-18,5.079032864239974e-16,TBC1 domain family member 8 [Source:HGNC Symbol;Acc:HGNC:17791]
TRIM25,8653.227311642515,2.77070434246804,0.3581088525602132,2.879270032829997e-16,2.902053821785434e-14,tripartite motif containing 25 [Source:HGNC Symbol;Acc:HGNC:12932]
RTP4,476.56443637861065,2.763068265484206,0.45411753106390734,2.3015768317836523e-11,7.152165430885875e-10,receptor transporter protein 4 [Source:HGNC Symbol;Acc:HGNC:23992]
LYPD8,86.66719400989702,2.7604357198289686,0.4624665315825582,3.8372476732085965e-11,1.1268488431706915e-9,LY6/PLAUR domain containing 8 [Source:HGNC Symbol;Acc:HGNC:44208]
ACO1,914.1545127874386,2.7555136729410745,0.4381871644264115,5.526222579091025e-12,2.0270394276659516e-10,aconitase 1 [Source:HGNC Symbol;Acc:HGNC:117]
RHBDF2,1884.1662593389497,2.7512198104257517,0.27707420055679266,1.86205072620019e-24,9.81046816699382e-22,rhomboid 5 homolog 2 [Source:HGNC Symbol;Acc:HGNC:20788]
DTX3L,3608.778470594831,2.74785341627464,0.39928992498781357,1.1013854727723234e-13,6.197164570341748e-12,deltex E3 ubiquitin ligase 3L [Source:HGNC Symbol;Acc:HGNC:30323]
CCR1,2666.636595873281,2.745846006251995,0.31056124756656234,1.2607904349218526e-20,3.247515984706488e-18,C-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1602]
S100A8,36535.82887655966,2.7082618746987785,0.732997963756247,2.09866798622229e-6,2.013713628170742e-5,S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]
SDC3,212.74924758934756,2.688659653412331,0.33348547763942965,1.330270337342976e-17,1.713240386682493e-15,syndecan 3 [Source:HGNC Symbol;Acc:HGNC:10660]
CSRNP1,1934.2032657624877,2.6751732684372596,0.24171819249388957,8.8395028674141e-30,1.1751878194148926e-26,cysteine and serine rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]
TYMP,4887.365149837081,2.6550228379541654,0.28069606302872285,1.3012802508404395e-22,4.436217466909275e-20,thymidine phosphorylase [Source:HGNC Symbol;Acc:HGNC:3148]
FAM241A,706.6771289136021,2.6531920953581927,0.35350132394658024,2.700346219702157e-15,2.1735911828172014e-13,family with sequence similarity 241 member A [Source:HGNC Symbol;Acc:HGNC:26813]
RNF213,66536.91155657066,2.6447799221545742,0.7908727091779166,4.653012789801867e-6,4.06572168845898e-5,ring finger protein 213 [Source:HGNC Symbol;Acc:HGNC:14539]
PML,2411.054604293338,2.6433663218476275,0.40173474440637613,1.7317012518758292e-12,7.246263252885464e-11,PML nuclear body scaffold [Source:HGNC Symbol;Acc:HGNC:9113]
SERPINB1,10219.287061914909,2.638390349625677,0.34206122128668087,1.489448533076336e-16,1.6134764436343747e-14,serpin family B member 1 [Source:HGNC Symbol;Acc:HGNC:3311]
C2,53.839581142154124,2.6375270669110433,0.48404995767125414,5.04288205902779e-10,1.162068507876563e-8,complement C2 [Source:HGNC Symbol;Acc:HGNC:1248]
CD163L1,155.23662201468954,2.634365794468737,0.3339459888985961,1.6737284508485392e-16,1.7636533157986745e-14,CD163 molecule like 1 [Source:HGNC Symbol;Acc:HGNC:30375]
LGALS8,1332.1169367044895,2.611380760621565,0.3361418005227012,3.408797808724818e-16,3.3770406325580655e-14,galectin 8 [Source:HGNC Symbol;Acc:HGNC:6569]
TRAFD1,3689.723264104818,2.600413546559317,0.27434082589084435,9.760810902008357e-23,3.428410883793299e-20,TRAF-type zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24808]
IL1RAP,9635.208316984743,2.5991249013309603,0.3840159245626493,2.1421548952523255e-13,1.1235166240212537e-11,interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5995]
SLC25A33,272.6147839491901,2.5658587897895995,0.27275550350944416,2.0729024088603222e-22,6.674169950305554e-20,solute carrier family 25 member 33 [Source:HGNC Symbol;Acc:HGNC:29681]
IL1B,2753.262601690193,2.557511710168105,0.33461668701763575,9.976700111827901e-16,8.440870875634832e-14,interleukin 1 beta [Source:NCBI gene (formerly Entrezgene);Acc:102119749]
CISH,642.4212310673139,2.5555504914949982,0.37047625541798246,3.567611980707418e-13,1.774772123106424e-11,cytokine inducible SH2 containing protein [Source:HGNC Symbol;Acc:HGNC:1984]
TREM2,112.03010371659137,2.5532839791499793,0.3714961616464179,1.8315195475614458e-13,9.874020035248707e-12,triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]
UBE2L6,3418.8231211431957,2.550655620757327,0.39071518313203707,2.0288190213578245e-12,8.280296224140332e-11,ubiquitin conjugating enzyme E2 L6 [Source:HGNC Symbol;Acc:HGNC:12490]
LDLRAD3,503.7821527509024,2.5505475894628753,0.3333398707338498,3.3099738783608505e-16,3.307405795179364e-14,low density lipoprotein receptor class A domain containing 3 [Source:HGNC Symbol;Acc:HGNC:27046]
SLC18B1,499.66974724784933,2.550313975241915,0.3092447995541286,7.3733146842524e-18,1.0296878374116815e-15,solute carrier family 18 member B1 [Source:HGNC Symbol;Acc:HGNC:21573]
HK3,4094.4765090688766,2.5474563584683394,0.3568138029925397,1.625860335812945e-14,1.1632930340992498e-12,hexokinase 3 [Source:HGNC Symbol;Acc:HGNC:4925]
PSTPIP2,1691.3874649373836,2.544858617851088,0.2615460460910653,7.409566459056902e-24,3.3032417241126366e-21,proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581]
PARP9,3046.9405391073988,2.539097712176063,0.35752993133093264,1.8838757334566296e-14,1.3154219052105902e-12,poly(ADP-ribose) polymerase family member 9 [Source:HGNC Symbol;Acc:HGNC:24118]
STK3,189.48542082009004,2.521994849837451,0.30110429029217745,2.075758408105963e-18,3.388748691317777e-16,serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:11406]
CNP,2269.31161232737,2.521692108112394,0.307145359730221,8.765314834236596e-18,1.1928730061080676e-15,"2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]"
SLC25A37,3725.0157741348294,2.5105003131726256,0.24500778087950814,3.527148749660382e-26,2.2712878420729717e-23,solute carrier family 25 member 37 [Source:HGNC Symbol;Acc:HGNC:29786]
IFITM1,11511.403016298884,2.5100604467729575,0.41323564360834236,2.2784313392361207e-11,7.099273562657493e-10,interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:5412]
SOD2,29398.76619285497,2.5069344934031883,0.3241244258623422,1.3399737564771223e-16,1.4652486614458798e-14,superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]
SHOC1,89.0182719576846,2.503891735861713,0.322249023731923,4.793241060500816e-16,4.5916080274599137e-14,shortage in chiasmata 1 [Source:HGNC Symbol;Acc:HGNC:26535]
KCNJ2,1448.8683206348057,2.5030786237262856,0.290493497286239,1.4256311323703996e-19,2.95652101214932e-17,potassium inwardly rectifying channel subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:6263]
DBF4B,307.8549113942202,2.491725879887111,0.422004591825818,8.642492174206688e-11,2.356439418497049e-9,DBF4 zinc finger B [Source:HGNC Symbol;Acc:HGNC:17883]
MS4A6A,741.598450447861,2.4683345224651023,0.2468414525974634,6.959661982155756e-25,3.8414020016746366e-22,membrane spanning 4-domains A6A [Source:HGNC Symbol;Acc:HGNC:13375]
CASP1,3172.462199706809,2.467092009809929,0.2548954254077201,1.0308096841423402e-23,4.425227795886617e-21,caspase 1 [Source:HGNC Symbol;Acc:HGNC:1499]
UNC93B1,1736.315945013581,2.455805518710987,0.2537996998429731,2.131336447150897e-23,7.969135728685822e-21,"unc-93 homolog B1, TLR signaling regulator [Source:HGNC Symbol;Acc:HGNC:13481]"
ATP9A,1090.5830638937591,2.4438904911141064,1.1678290586735822,3.048254994176615e-4,0.0015633771521018206,ATPase phospholipid transporting 9A (putative) [Source:HGNC Symbol;Acc:HGNC:13540]
TRIM55,113.76344023660901,2.438177733381799,0.34349669907568525,2.912240976088808e-14,1.9289020087911644e-12,tripartite motif containing 55 [Source:HGNC Symbol;Acc:HGNC:14215]
PFKFB2,532.3644574166269,2.4217834024384453,0.40789337585914137,6.116127244808363e-11,1.7248669317414535e-9,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:8873]"
FCN1,3167.841827936577,2.4196657394012018,0.27405704575543555,2.9991324994938594e-20,7.096240156306188e-18,ficolin 1 [Source:HGNC Symbol;Acc:HGNC:3623]
FNDC3B,9079.908567383103,2.406196910250524,0.31345872820434056,5.498620030808799e-16,5.0987603821683825e-14,fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670]
ANXA3,3212.325727282984,2.3977899120604325,0.3474150811464796,9.75663013673248e-14,5.626323378849063e-12,annexin A3 [Source:HGNC Symbol;Acc:HGNC:541]
TRIM21,797.5854893045711,2.3968812491111517,0.39261217374757995,2.503869580821722e-11,7.698236687348695e-10,tripartite motif containing 21 [Source:HGNC Symbol;Acc:HGNC:11312]
ADGRG3,806.6179002191184,2.39480037671222,0.40866772752310365,6.30938302757402e-11,1.7664748471645042e-9,adhesion G protein-coupled receptor G3 [Source:HGNC Symbol;Acc:HGNC:13728]
HEBP1,171.98231792313547,2.394749153286215,0.29573642808076805,2.945998470712308e-17,3.5944282393711964e-15,heme binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17176]
STN1,711.0245461290082,2.393181009322228,0.2811773174415183,7.007035797997766e-19,1.2690398739780016e-16,STN1 subunit of CST complex [Source:HGNC Symbol;Acc:HGNC:26200]
RRP12,1265.8655920123185,2.3816816434194865,0.2766721287025528,2.3880422738316995e-19,4.6914911857598694e-17,ribosomal RNA processing 12 homolog [Source:HGNC Symbol;Acc:HGNC:29100]
IL18R1,541.0190837944225,2.3662247803884653,0.40124937458216237,8.816967254957378e-11,2.387791295612406e-9,interleukin 18 receptor 1 [Source:HGNC Symbol;Acc:HGNC:5988]
TLR5,1256.1469243352954,2.3635904263927885,0.3259983739403698,7.872875586582672e-15,5.864362436378948e-13,toll like receptor 5 [Source:HGNC Symbol;Acc:HGNC:11851]
IL4R,2535.0366141396494,2.3595285851882735,0.25114709051804046,1.8898049965296928e-22,6.25849420422162e-20,interleukin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6015]
UPP1,1410.1220880185945,2.3486836003799314,0.3867725632299653,2.165344304597669e-11,6.826621873164902e-10,uridine phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12576]
S100A9,68962.65525724187,2.3482654737587803,0.6986540800614351,3.549609955432778e-6,3.182020803822222e-5,S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:HGNC:10499]
FFAR2,2256.8139463018565,2.3475117186875822,0.26340555530995613,1.8662076533577733e-20,4.602385725546798e-18,free fatty acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:4501]
GPR84,559.5807738854045,2.3418690971973963,0.9302975328029437,1.1453496861930381e-4,6.759545933128057e-4,G protein-coupled receptor 84 [Source:HGNC Symbol;Acc:HGNC:4535]
ADAMTSL4,1233.1899284823714,2.3363954027762346,0.2157765659856484,5.486537631194824e-29,4.891881360244554e-26,ADAMTS like 4 [Source:HGNC Symbol;Acc:HGNC:19706]
B3GNT7,765.275324188973,2.3289609932123505,0.2554262883759064,6.783026323406974e-21,1.8284199561537262e-18,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:18811]"
IDO1,1930.5107239437,2.3258455081726566,0.41969982188208427,7.932905687034116e-10,1.7283892823009855e-8,"indoleamine 2,3-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:6059]"
PARP12,1766.227521968783,2.324244632487139,0.3961417808986008,1.298314458346486e-10,3.3817444689200274e-9,poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol;Acc:HGNC:21919]
LAP3,1042.8414418264742,2.323047353755399,0.3830373201255811,1.6151425958546725e-11,5.303432812620824e-10,leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]
CMTR1,2003.9280821083746,2.3121830262443916,0.3594471160085761,3.786637021888296e-12,1.429671326407402e-10,cap methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:21077]
UGCG,619.1594233169556,2.3111824212082066,0.4263848608797269,2.164923971975423e-9,4.3116209208190935e-8,UDP-glucose ceramide glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:12524]
PARP10,2996.873995199164,2.3010672232291127,0.32424363164286685,7.167127537229538e-14,4.303465451499548e-12,poly(ADP-ribose) polymerase family member 10 [Source:HGNC Symbol;Acc:HGNC:25895]
